model,variant,enc,params,flops_fwd_total,n_forecasts,flops_per_forecast,peak_mem_GB,analytic_rnn_topup,blind_modules,status,error
gru,fa_3d_id,embeddings,1269382,2629143240192,30087,87384692.3984445,30.769,851809665024,,ok,
gru,fa_4d_id,onehot,1400578,2673103302144,30087,88845790.61202513,31.997,851809665024,,ok,
gru,fa_4d_id,embeddings,1400578,2673103302144,30087,88845790.61202513,31.998,851809665024,,ok,
lstm,asa_2d_id,onehot,933634,2043841457664,30087,67931048.54801077,25.660,1135746220032,,ok,
lstm,asa_2d_id,embeddings,730542,1347864159744,30087,44798888.54801077,20.072,1135746220032,,ok,
lstm,asa_3d_id,onehot,811138,2362997048832,30087,78538805.75770266,30.434,1135746220032,,ok,
lstm,asa_3d_id,embeddings,811142,2362997048832,30087,78538805.75770266,30.421,1135746220032,,ok,
lstm,asa_4d_id,onehot,860290,2496352605696,30087,82971137.22524679,33.748,1135746220032,,ok,
lstm,asa_4d_id,embeddings,860290,2496352605696,30087,82971137.22524679,33.749,1135746220032,,ok,
lstm,aca_2d_id,onehot,933634,1908106071552,30087,63419618.82381095,22.948,1135746220032,,ok,
lstm,aca_2d_id,embeddings,730542,1212128773632,30087,40287458.82381095,17.360,1135746220032,,ok,
lstm,aca_3d_id,onehot,810882,1165670622720,30087,38743331.761890516,17.024,1135746220032,,ok,
lstm,aca_3d_id,embeddings,810886,1165670622720,30087,38743331.761890516,17.025,1135746220032,,ok,
lstm,aca_4d_id,onehot,859778,1209616455168,30087,40203957.03021239,17.909,1135746220032,,ok,
lstm,aca_4d_id,embeddings,859778,1209616455168,30087,40203957.03021239,17.910,1135746220032,,ok,
lstm,fa_2d_id,onehot,1441922,3103736458752,30087,103158721.66556984,35.988,1135746220032,,ok,
lstm,fa_2d_id,embeddings,1238830,2407759160832,30087,80026561.66556984,30.399,1135746220032,,ok,
lstm,fa_3d_id,onehot,1401474,2913079795200,30087,96821876.3984445,33.898,1135746220032,,ok,
lstm,fa_3d_id,embeddings,1401478,2913079795200,30087,96821876.3984445,33.898,1135746220032,,ok,
lstm,fa_4d_id,onehot,1532674,2957039857152,30087,98282974.61202513,35.127,1135746220032,,ok,
lstm,fa_4d_id,embeddings,1532674,2957039857152,30087,98282974.61202513,35.127,1135746220032,,ok,
transformer,asa_2d_id,onehot,1206466,2692056966912,30087,89475752.54801077,49.593,0,,ok,
transformer,asa_2d_id,embeddings,1003374,1996079668992,30087,66343592.54801077,44.004,0,,ok,
transformer,asa_3d_id,onehot,1083970,3011212558080,30087,100083509.75770266,54.367,0,,ok,
transformer,asa_3d_id,embeddings,1083974,3011212558080,30087,100083509.75770266,54.367,0,,ok,
transformer,asa_4d_id,onehot,1133122,3144568114944,30087,104515841.22524679,57.695,0,,ok,
transformer,asa_4d_id,embeddings,1133122,3144568114944,30087,104515841.22524679,57.696,0,,ok,
transformer,aca_2d_id,onehot,1206466,2556321580800,30087,84964322.82381095,46.895,0,,ok,
transformer,aca_2d_id,embeddings,1003374,1860344282880,30087,61832162.82381095,41.306,0,,ok,
transformer,aca_3d_id,onehot,1083714,1813886131968,30087,60288035.761890516,40.971,0,,ok,
transformer,aca_3d_id,embeddings,1083718,1813886131968,30087,60288035.761890516,40.972,0,,ok,
transformer,aca_4d_id,onehot,1132610,1857831964416,30087,61748661.03021239,41.857,0,,ok,
transformer,aca_4d_id,embeddings,1132610,1857831964416,30087,61748661.03021239,41.858,0,,ok,
transformer,fa_2d_id,onehot,1714754,3751951968000,30087,124703425.66556984,59.935,0,,ok,
transformer,fa_2d_id,embeddings,1511662,3055974670080,30087,101571265.66556984,54.346,0,,ok,
transformer,fa_3d_id,onehot,1674306,3561295304448,30087,118366580.3984445,57.845,0,,ok,
transformer,fa_3d_id,embeddings,1674310,3561295304448,30087,118366580.3984445,57.845,0,,ok,
transformer,fa_4d_id,onehot,1805506,3605255366400,30087,119827678.61202513,59.074,0,,ok,
transformer,fa_4d_id,embeddings,1805506,3605255366400,30087,119827678.61202513,59.074,0,,ok,
mamba2,asa_2d_id,onehot,877922,1925164850688,30087,63986600.54801077,53.570,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,asa_2d_id,embeddings,674830,1229187552768,30087,40854440.54801077,47.982,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,asa_3d_id,onehot,755426,2244320441856,30087,74594357.75770266,58.342,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,asa_3d_id,embeddings,755430,2244320441856,30087,74594357.75770266,58.343,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,asa_4d_id,onehot,804578,2377675998720,30087,79026689.22524679,61.670,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,asa_4d_id,embeddings,804578,2377675998720,30087,79026689.22524679,61.671,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,aca_2d_id,onehot,877922,1789429464576,30087,59475170.82381095,50.872,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,aca_2d_id,embeddings,674830,1093452166656,30087,36343010.82381095,45.284,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,aca_3d_id,onehot,755170,1046994015744,30087,34798883.761890516,44.948,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,aca_3d_id,embeddings,755174,1046994015744,30087,34798883.761890516,44.949,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,aca_4d_id,onehot,804066,1090939848192,30087,36259509.03021239,45.832,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,aca_4d_id,embeddings,804066,1090939848192,30087,36259509.03021239,45.833,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,fa_2d_id,onehot,1386210,2985059851776,30087,99214273.66556984,63.913,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,fa_2d_id,embeddings,1183118,2289082553856,30087,76082113.66556984,58.325,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,fa_3d_id,onehot,1345762,2794403188224,30087,92877428.3984445,61.822,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,fa_3d_id,embeddings,1345766,2794403188224,30087,92877428.3984445,61.823,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,fa_4d_id,onehot,1476962,2838363250176,30087,94338526.61202513,63.051,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba2,fa_4d_id,embeddings,1476962,2838363250176,30087,94338526.61202513,63.052,0,blocks.0:Mamba2;blocks.0.norm:RMSNorm;blocks.1:Mamba2;blocks.1.norm:RMSNorm;blocks.2:Mamba2;blocks.2.norm:RMSNorm;blocks.3:Mamba2;blocks.3.norm:RMSNorm,partial,
mamba3,asa_2d_id,onehot,890178,1946238266880,30087,64687016.54801077,59.467,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,asa_2d_id,embeddings,687086,1250260968960,30087,41554856.54801077,53.878,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,asa_3d_id,onehot,767682,2265393858048,30087,75294773.75770266,64.234,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,asa_3d_id,embeddings,767686,2265393858048,30087,75294773.75770266,64.235,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,asa_4d_id,onehot,816834,2398749414912,30087,79727105.22524679,67.566,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,asa_4d_id,embeddings,816834,2398749414912,30087,79727105.22524679,67.567,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,aca_2d_id,onehot,890178,1810502880768,30087,60175586.82381095,56.769,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,aca_2d_id,embeddings,687086,1114525582848,30087,37043426.82381095,51.182,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,aca_3d_id,onehot,767426,1068067431936,30087,35499299.761890516,50.845,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,aca_3d_id,embeddings,767430,1068067431936,30087,35499299.761890516,50.846,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,aca_4d_id,onehot,816322,1112013264384,30087,36959925.03021239,51.730,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,aca_4d_id,embeddings,816322,1112013264384,30087,36959925.03021239,51.731,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,fa_2d_id,onehot,1398466,3006133267968,30087,99914689.66556984,69.811,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,fa_2d_id,embeddings,1195374,2310155970048,30087,76782529.66556984,64.220,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,fa_3d_id,onehot,1358018,2815476604416,30087,93577844.3984445,67.719,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,fa_3d_id,embeddings,1358022,2815476604416,30087,93577844.3984445,67.720,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,fa_4d_id,onehot,1489218,2859436666368,30087,95038942.61202513,68.948,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
mamba3,fa_4d_id,embeddings,1489218,2859436666368,30087,95038942.61202513,68.949,0,blocks.0:Mamba3;blocks.0.B_norm:RMSNorm;blocks.0.C_norm:RMSNorm;blocks.1:Mamba3;blocks.1.B_norm:RMSNorm;blocks.1.C_norm:RMSNorm;blocks.2:Mamba3;blocks.2.B_norm:RMSNorm;blocks.2.C_norm:RMSNorm;blocks.3:Mamba3;blocks.3.B_norm:RMSNorm;blocks.3.C_norm:RMSNorm,partial,
